,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
CPX-6203,3.384688,-7.0447397,-1.6528274,3.3031907,8.605532,-0.23319252,-2.6019108,-5.0044246,-0.98596513,2.7260623,-5.2241035,4.5507445,1.7143843,-8.688678,-9.458732,1.6667424,-5.3191576,-5.3413033,-7.5003567,-3.047922,1.9791272,3.227182,-5.6209593,0.084053345,3.2909088,5.095081,1.1459286,1.3577986,-6.9832535,1.9760805,0.44315287,2.2590032
CPX-6237,3.3913057,-7.021819,-1.6943115,3.3412304,8.996095,-0.17878845,-2.5502684,-5.334536,-0.8091909,2.5990102,-5.181269,4.472332,1.6778127,-9.080858,-9.728486,1.6735156,-5.3995123,-5.4023495,-7.5443892,-3.418184,1.8227468,3.3357265,-5.673483,0.09915185,3.469394,4.9866047,0.8779278,1.0763365,-7.1563888,2.2255876,0.23176944,2.5083644
CPX-6238,3.2207162,-6.783808,-1.706912,3.5234272,8.875008,-0.022909723,-2.5036657,-5.2166653,-0.8912268,2.6880252,-5.254867,4.5216284,1.4976214,-8.899348,-9.579829,1.6424569,-5.4110527,-5.2496586,-7.310058,-3.2428424,1.6078162,3.229099,-5.463155,-0.0257147,3.3066895,4.900422,0.78219837,0.93140817,-7.0086946,2.0156918,0.23427579,2.4201908
CHD5,-1.3812848,1.7289876,-2.1621768,-0.7046405,-0.16010763,2.4135664,-2.5659795,0.93858695,-2.257645,0.18425985,0.8432671,-4.034414,-2.785035,1.9932321,5.5275073,-2.0432978,-1.8432423,-1.6139834,1.0866072,-0.43999037,-4.2457185,0.38962144,2.5458896,2.5363863,1.4766071,-3.8614914,-2.7567785,-1.1686014,1.905528,0.25346026,0.07053803,-0.24504286
KLF1,0.26818532,-0.62027764,-1.0159199,2.1644309,3.913933,1.7658409,-1.8149663,0.020350644,-1.3802887,1.0089915,-2.3920908,2.0673916,-0.3451289,-3.053518,-3.172673,0.98192626,-3.7539115,-1.9332538,-3.570859,-0.32467198,1.7916175,2.448284,-0.72843325,1.3279357,1.5954399,1.8010366,-0.9532266,0.3515151,-2.654403,-0.473628,0.9694125,-0.16848801
CPX-7861,-0.72501934,1.3230442,-0.26253727,1.1691974,2.4509292,1.969416,-2.0748565,1.3591826,-2.163645,0.54332894,-1.6485318,0.14224708,-0.874357,-0.97936803,0.6667041,0.738957,-2.9093723,-2.1300354,-2.03173,0.19359645,0.65779215,2.220522,1.4711654,1.8110012,0.98864365,-0.12110937,-1.6808777,-0.049869318,-0.7121472,-0.73132676,1.262049,-0.77950186
GATAD1,-0.58534,3.2932756,-1.863521,-1.9730259,-0.39309096,1.8220494,-2.193693,2.3708758,-1.524561,-0.5617377,2.148831,-4.252386,-2.5562835,4.861111,5.772348,-2.6256979,-0.49144366,-0.98295546,0.35564417,1.116672,-2.3860745,0.7289501,2.2740285,3.7861755,2.0258362,-3.6088464,-1.9289503,0.24717169,2.0505004,0.08440876,1.5113659,-1.4085829
ZNF687,-0.5378083,1.7468685,-2.6377444,-1.0873985,0.5846448,1.5235816,-2.230554,2.445377,-2.1334777,0.5430961,0.17961237,-1.7795339,-2.1057267,2.8556507,2.0998085,-1.5951712,-2.362804,-1.9827667,-1.5847986,0.75939333,-0.78876626,2.188697,0.34161034,2.8807113,1.9048082,-1.185949,-0.651025,1.3771312,0.06408979,-0.72153354,1.1987768,-1.2426003
ZBTB7A,-1.6439848,0.040822186,-1.4593103,0.13827956,-0.49597573,1.0549151,-2.3915725,0.9858976,-2.7971087,1.0415617,-0.9467066,-0.34284455,-1.267376,-0.699662,1.5097883,0.49101105,-2.295011,-2.5712054,-1.1277972,-0.5547955,-0.47545198,2.6998801,0.14741336,1.7481631,0.46847525,-0.4263368,-0.630624,0.749749,0.7938468,-1.4421195,-0.24000758,-0.9013206
ZNF521,-1.1042752,1.1729182,-2.7829225,-1.8135118,-1.4633639,1.4085777,-2.3701766,2.7559373,-2.6669617,1.0396142,0.7913472,-2.2116642,-2.0161896,2.1714964,3.4667575,-0.8985194,-2.3148339,-1.4659042,-0.60274756,0.12385361,-0.6302641,2.2946713,0.7244544,3.4780428,1.4407749,-1.564947,-0.14922756,1.9038209,1.2687236,-1.4603447,0.13460663,-1.2075682
SPEN,-1.0529581,1.2267625,-0.9843766,0.17846093,1.267904,1.8528469,-2.3334072,2.0365725,-2.6453166,0.8878955,-1.1707821,-0.5888813,-1.2678937,-0.124750145,1.7718056,0.21232243,-2.9359095,-2.1106427,-1.6353655,0.28480598,-0.099945195,2.2518644,1.2481151,2.2295008,1.0367401,-0.40137073,-1.1371225,0.4422341,0.03746383,-1.436487,1.0924966,-0.93929714
CPX-2354,-3.8926263,2.0646367,-1.1436872,-0.8861162,-3.9587986,0.20296909,-4.702891,4.8385816,-7.9146957,2.5762224,-1.8769907,-2.3166764,-2.8293748,3.0409195,7.547436,-2.3043866,-0.90724593,-6.5108476,-0.31318945,2.6024346,-5.201215,1.6709812,1.8006129,0.34140798,-2.1062338,-1.5164157,0.517393,1.7714088,4.706296,-5.4295692,3.9108477,-3.233961
CPX-7561,-3.7977073,1.9720916,-1.0748569,-0.8050892,-3.764329,0.22876963,-4.553902,4.6256156,-7.636266,2.4696593,-1.8430591,-2.1939876,-2.6952069,2.7916138,7.31715,-2.0740552,-0.9409591,-6.2787337,-0.3379755,2.444239,-4.9080806,1.6432334,1.8247274,0.35222882,-2.0387974,-1.5120951,0.40176007,1.6505343,4.552107,-5.2014604,3.673819,-3.1315362
NKX3-2,-1.0352222,0.93008,-1.1262478,-0.25903413,-0.34680313,1.0698051,-2.010565,1.6066003,-1.999594,0.36755735,-0.12857613,-0.7739271,-0.9658253,0.62357736,2.4353015,-0.003179267,-1.4502201,-1.6037141,-1.1361711,0.28130168,0.33654228,1.794313,0.8903904,2.0631568,0.7734426,-1.1930956,-0.8913554,0.61768633,1.0034894,-0.6343599,0.3872089,-1.4791162
SOX6,0.45170105,-0.053794652,-1.8580178,0.5774389,1.8594198,1.1090941,-2.2280722,0.5010449,-1.6000636,0.5564459,-0.98645264,0.21707699,-1.2239543,0.7236399,-0.90007156,-0.20198837,-2.8103416,-2.1922305,-2.5113602,0.42442825,0.45641768,2.3642864,-1.0965756,2.6739535,2.0056822,0.85149884,-0.10376468,1.4576771,-1.6465874,-0.25809875,1.5112202,-0.6123172
SATB1,-0.5253842,0.8800328,-1.6477295,0.13388287,0.35844594,1.5184684,-2.0362446,1.5144284,-2.1140442,0.47976565,-0.328909,-0.799891,-1.507126,1.3341146,1.3135252,-0.5627462,-2.215391,-1.7721189,-1.3859656,0.45204094,0.07251868,2.0614762,0.16273642,2.474775,1.2119213,-0.39568758,-0.4277168,1.2479149,-0.3493962,-0.84002435,1.0932617,-0.8558079
RCOR3,-0.24331325,2.9294827,-1.5485592,-0.66708124,1.3649805,2.8496046,-2.0060368,0.4887477,-0.41123685,-0.8037725,1.8275647,-3.8698468,-2.2224922,3.0873504,4.3098006,-1.7677679,-1.2875313,-0.8525383,0.49405825,-0.46510816,-2.64268,0.47223413,2.1759653,3.9332404,2.7807624,-3.885243,-3.4518385,-1.21997,0.84997255,1.8017058,0.05115549,-0.33943978
ZMYND8,-0.60680187,1.0286471,-0.5459535,1.1248775,2.4249053,2.0306513,-2.2745397,2.0668554,-2.8668199,1.0323328,-2.1640248,0.32812455,-1.164038,-0.533907,0.58633405,0.36625624,-3.28048,-2.4105654,-2.3774831,0.9715171,0.5212083,2.149038,1.1688362,1.618392,0.94591546,0.69024104,-0.98413336,0.54929245,-1.0581946,-1.6577477,2.0809343,-1.0052383
SPECC1,0.99913085,-0.8055625,-1.804424,1.0085249,3.387476,0.57660514,-2.1355093,-0.52137905,-1.5935074,0.62452227,-1.6067065,1.3794669,-1.0159777,-1.1270977,-2.3701534,-0.011818533,-3.2342396,-2.3920093,-3.7304187,0.37524238,0.7860494,2.136878,-1.7731694,1.9117787,2.2399013,1.4510561,0.22406149,1.1467515,-2.3355136,-0.14446613,1.6432233,-0.12856491
RLIM,-2.8291824,2.91756,-1.2807548,-1.2400802,-2.3240786,0.77111566,-3.9637883,4.190767,-5.665648,1.258254,-0.42392316,-3.1702828,-2.9628854,3.7558038,7.077902,-2.7152903,-0.748223,-4.61217,-0.32824522,2.1958494,-4.2664256,1.358855,2.2328851,1.67848,-0.6808959,-2.3757281,-0.4259405,1.1989146,3.8564887,-3.5693614,3.8137083,-2.6354008
HUWE1,-3.294574,0.09585652,-1.324966,0.9663459,-1.0390836,2.0409284,-3.6681607,0.30088964,-4.4985957,1.6788193,-1.442475,-2.2397554,-2.8727782,-1.8737947,4.417176,-0.031212002,-2.8698466,-4.2147403,1.1355405,-2.070645,-5.6088314,2.0731978,1.9043721,0.45321134,-0.68072635,-2.6962664,-2.333289,-1.9853145,2.3422148,-1.6710716,-0.88692224,-0.07986272
PDX1,1.6187859,-1.9421713,-1.5698302,2.132274,5.345307,0.8321752,-1.7954178,-0.33047628,-1.5321916,1.451707,-3.2756162,3.5038514,0.1723097,-2.32666,-4.548322,0.8384872,-4.0172234,-2.7460814,-5.016853,0.86086625,2.8627832,2.137055,-2.4987705,1.6850423,2.7865727,3.0513797,0.77011126,1.852003,-3.8186185,-0.12267628,1.5033121,-0.15763669
CPX-4469,1.2639618,-0.6741074,-2.06561,0.21913353,3.323534,1.2355409,-1.3802168,0.07044307,-1.2163503,0.9475523,-1.4897121,0.16906263,-1.4865296,-0.2061224,-1.5173318,-0.13559723,-3.5850534,-1.0049614,-2.587498,0.4118079,0.65423465,1.5389458,-0.5155791,2.4315677,2.2721248,0.78464043,0.12056812,1.0731658,-1.9000931,0.21308301,0.23011774,0.07260581
CPX-4503,0.94346774,-0.59417087,-2.134264,0.10687648,3.1878839,1.3459237,-1.519742,0.10151411,-1.4344063,1.0463125,-1.5370967,-0.19311261,-1.7441596,-0.35430035,-1.0644132,-0.18854311,-3.6879992,-1.1217271,-2.3182108,0.1718778,0.16470617,1.6052938,-0.20141895,2.3356674,2.1689484,0.4260475,-0.11177438,0.83274376,-1.5819063,0.044363413,0.11736271,0.19035168
ASXL2,-3.5376277,2.1660972,-1.2099007,-0.9744221,-3.6477876,0.23983346,-4.5505333,4.5863104,-7.429094,2.2879238,-1.6433797,-2.4982235,-2.8657367,3.3665214,7.3170576,-2.3191934,-0.90874016,-6.1919208,-0.37947613,2.548751,-4.983132,1.6810918,1.735184,0.67914873,-1.680377,-1.5276942,0.4157345,1.7721947,4.453212,-5.009498,3.854918,-3.096524
PARP14,0.7096435,1.5289842,-0.81333923,0.27251127,2.0298257,2.2698817,-0.79513645,-0.64099944,0.8533569,-1.2115389,1.0294654,-0.9005996,-0.5771848,1.2107056,0.6183356,-0.12858295,-1.2277491,-0.42297012,-1.000402,-0.80293924,0.34227398,0.92378277,0.4298944,3.2265666,2.7115624,-1.8039643,-2.5070407,-1.1245558,-0.80762434,1.919171,-0.87401104,-0.6300012
ZMYM2,-1.5026745,0.31716436,-1.1284752,0.79004294,-0.16587228,1.1059573,-2.8044302,1.0128738,-3.485702,1.1073484,-1.5462759,-0.55379665,-1.810411,-0.16148102,2.0941238,0.024858918,-2.324548,-3.2610488,-1.0551434,0.090254195,-1.6129112,2.119331,0.57128674,1.0616511,0.07865844,-0.4301779,-0.6831048,0.3231544,0.75961953,-1.6062152,0.9353654,-1.0541114
FOXP1,-0.10193731,1.3296587,-1.4712559,-0.15827979,0.8882975,1.5633593,-1.7876489,1.6446327,-1.4026273,0.0379745,0.23323017,-0.6809132,-1.0969676,1.3788468,1.2723528,-0.38483372,-1.9265465,-1.1327783,-1.7503127,0.52662516,1.0310478,1.7502512,0.43733373,2.9714115,1.6102663,-0.7430926,-0.7373657,1.2037687,-0.30345955,-0.35363418,1.0410244,-1.069395
CPX-2471,0.14017534,-0.07549014,-1.6541519,0.34341988,1.3536444,1.1995662,-1.8019611,1.036801,-1.5619388,0.5992273,-0.86646277,0.4200856,-0.55433375,0.0063836854,-0.28606826,0.215024,-2.4707232,-1.4816767,-2.3837647,0.3094109,1.7134109,2.0548453,-0.52851266,2.3709326,1.510932,0.29616976,-0.025537431,1.6102232,-1.0187796,-0.54160786,0.81944984,-0.65027416
CPX-2473,0.351741,0.4867202,-1.6002331,0.31539577,1.5983561,1.2713935,-1.7890081,1.305202,-1.3727951,0.20650442,-0.44727683,0.20364033,-0.73414326,0.80953443,-0.010626268,-0.21683438,-2.2448015,-1.1776036,-2.4662354,0.8237188,1.7516656,1.7993538,-0.40338433,2.6073635,1.7321421,0.2034393,-0.18974799,1.6124634,-1.0723519,-0.40901068,1.3158908,-0.8613143
CPX-2482,0.2928614,0.83372205,-1.55415,0.24398503,1.3509114,1.4144123,-1.7867377,1.3619717,-1.3126959,0.10117701,-0.19720802,-0.06750176,-0.80240905,1.2613252,0.26640385,-0.20994076,-2.1353357,-1.306476,-2.2477343,0.75729233,1.5084592,1.8304563,-0.22820479,2.7819908,1.788928,-0.0652413,-0.43815765,1.5109874,-0.8710416,-0.2881173,1.1706458,-0.9805957
CPX-2484,0.3615229,0.82465464,-1.7797575,-0.016802564,1.3881726,1.462756,-1.6493843,1.2786202,-1.0492537,0.060642578,0.07636317,-0.29974824,-1.0054827,1.2639865,0.18339871,-0.34487677,-2.265901,-0.9776678,-2.0867,0.5525749,1.4375229,1.9658763,-0.23252934,2.9915512,1.9792242,-0.13731268,-0.4237668,1.5002612,-0.9816997,-0.14622046,0.9583192,-0.79432005
CPX-2485,0.024105163,0.26510185,-1.6176047,0.30947334,1.0936227,1.2929059,-1.8659894,1.3636342,-1.6574827,0.49435568,-0.5912731,0.27824154,-0.8188851,0.511515,-0.08818581,0.15953034,-2.5002372,-1.498568,-2.2187023,0.47801846,1.6615078,2.1761024,-0.4318761,2.49908,1.5017548,0.30672497,-0.07932463,1.7574184,-0.9142307,-0.68501824,0.8835427,-0.8367981
CPX-2487,0.073309936,0.8405841,-1.6955333,-0.14292747,1.0136782,1.3731201,-1.7887268,1.5236014,-1.3496567,0.17121679,0.02516945,-0.4030254,-1.0458307,1.2000451,0.587349,-0.31628495,-2.1598191,-1.1177244,-1.9635849,0.59596485,1.3597571,1.9628178,-0.04493178,2.9114227,1.7168968,-0.25792825,-0.33921725,1.5537127,-0.60068023,-0.44417512,1.0419618,-0.89693755
CPX-7093,0.034745388,0.3016188,-1.6090074,0.23575638,1.1743622,1.2325132,-1.8933182,1.2566757,-1.6747379,0.4507009,-0.6315941,0.13096742,-0.7380949,0.5169349,0.23189093,-0.04449857,-2.2773724,-1.4969945,-2.2163396,0.51236427,1.3848094,1.9721134,-0.35516927,2.4329603,1.5104465,0.086355075,-0.17075667,1.5304153,-0.7412755,-0.6283184,0.9908619,-0.8303622
CISD2,1.8707721,-2.3802302,-2.1928663,3.412003,7.5995035,2.39524,-1.3837934,-4.6038904,1.0061151,0.7385516,-2.5450952,2.3578455,-0.62964046,-5.911401,-7.01346,1.4051746,-5.060853,-2.244928,-3.9921374,-3.835256,0.08522364,2.4188926,-1.9838625,1.8072939,3.750578,1.2422565,-2.537827,-1.9841888,-4.7985015,2.8625808,-1.3224537,2.3030915
ANKRD11,-0.21233964,0.4420331,-1.0614672,0.66007215,2.5562515,1.7235756,-1.8306668,1.3969876,-1.4770386,0.7671567,-1.3467656,0.7598538,-0.53613466,-1.333679,-0.28928822,0.8352144,-3.1072335,-1.3026237,-2.614687,0.22201112,1.7963545,1.9685193,0.597168,2.1329124,1.4788871,0.25638548,-0.9981486,0.63051915,-1.149624,-0.7267982,0.79693234,-0.6227582
RBM15,-3.668916,2.0895314,-1.3809947,-0.764961,-2.9515567,0.54860353,-4.57466,4.2279606,-7.0768967,2.328561,-1.6318299,-2.6005766,-3.217961,2.436273,6.7563205,-2.362471,-1.1954788,-5.9428625,-0.21077141,1.819865,-5.507702,1.834763,1.7995,0.47409055,-1.7230991,-1.8204664,0.088475026,1.0137413,4.1893687,-4.8763742,3.6782305,-2.5925777
ARFGEF2,0.15177327,0.20238948,-1.3742032,0.912501,1.9288893,1.9975287,-1.8222591,-0.92306393,-0.72386104,-0.087117895,-0.30714923,-0.2632906,-1.1526858,-0.6083278,-0.21280295,0.6794069,-2.6548734,-1.6632029,-1.4399408,-1.2721176,-0.37136132,2.2551525,-0.27958396,3.03198,2.172353,-0.47448584,-1.7798814,-0.46913362,-0.8091311,0.94164854,-1.3525225,-0.33236745
GTF2IRD1,0.93380606,-0.42750555,-2.0510983,1.2567813,5.4647517,2.2585835,-1.620991,-0.67717713,-0.081094295,0.21960826,-1.9796247,1.043657,-0.7359024,-2.4875267,-3.165328,1.1798639,-4.1403055,-1.6227298,-3.077502,-1.0999382,1.2415664,2.8204856,-0.85772914,3.0288734,3.5538745,1.0746576,-1.8902123,-0.15189976,-3.2557116,1.0238928,-0.5653428,0.75176233
USP18,0.18716007,-0.725572,-2.0012558,-0.07824285,0.8848199,1.2392085,-1.4712026,0.4797875,-1.1354337,0.6913423,-0.29152972,0.55012643,-0.4395119,-1.0265452,-0.8023864,1.1085746,-3.007145,-0.8418267,-2.125394,-0.92099357,2.3571424,2.5363228,-0.88229907,2.700976,1.92374,0.26686993,0.016622111,1.6104058,-1.0242728,-0.5455969,-0.8336424,-0.39108896
PPM1F,2.8932612,0.5409326,-1.6148485,1.6995997,4.7437778,1.7164556,-1.1030532,0.19371931,-0.21701263,-0.29379326,-0.6914419,1.7364123,-0.78006315,2.1655018,-3.6297202,-0.740757,-2.9392817,-1.3343034,-4.4995093,2.4825678,3.2572021,1.7646546,-2.1432524,3.6307278,3.5762491,2.8100383,0.50154203,2.310724,-4.295159,0.6060876,3.1136281,-1.007999
SIK2,-0.2382851,-0.45153928,-1.3986231,1.5454681,2.727574,2.4407058,-1.9793857,-1.6171268,-0.5666189,0.040869758,-0.3779157,0.3034479,-0.7957494,-2.956359,-0.39320278,1.3657897,-3.1092114,-1.508178,-1.5494167,-2.1855137,-0.36233115,1.8319955,0.42804542,2.2065382,2.1819875,-1.1292454,-2.8944874,-1.7411144,-1.1940203,1.3129847,-2.030391,0.5585099
CAMTA1,3.1432617,-1.6067085,-3.0783994,0.8011417,5.3069115,0.40392572,-1.4701064,2.6859717,-2.3594348,2.1412427,-2.4958684,4.419728,-0.6985415,-1.3985403,-5.308132,-0.16192201,-5.5597997,-0.3403204,-7.1713448,3.904482,6.5176344,2.517555,-2.7970538,2.8227808,2.780233,5.606558,3.8536394,5.602814,-4.9256806,-2.3015468,3.9032094,-0.99508625
MIA3,3.1140306,-1.9292701,-2.114493,4.061227,10.295039,3.200756,-1.0977265,-4.5812764,1.7223715,0.33198088,-2.60885,4.1329083,0.8999715,-5.0763526,-10.251723,0.8398075,-4.272677,-3.3635652,-5.9900265,-3.6538978,1.9728112,2.6172855,-4.793052,3.011038,6.0544705,2.829484,-3.4007425,-1.6714952,-7.5461936,3.5181165,-1.6132401,1.8622102
MYH8,2.2716634,-1.9655488,-2.0144973,1.9691802,4.1508856,0.60442305,-1.7704809,-0.04880488,-0.9981407,1.1717011,-2.7764826,2.9696665,-0.39114475,-0.57441807,-5.271613,0.32300386,-4.3672104,-1.664094,-4.6423745,1.639672,2.7377021,2.4123416,-3.2634523,2.2375934,2.5128973,4.152592,1.6252807,2.785218,-4.6608686,-0.40552166,2.6729496,0.1192962
RIPOR2,2.9575212,-5.211711,-2.3815625,5.550243,9.929264,-0.3879233,-4.2278724,-5.1625285,-3.2694714,2.8633027,-7.048026,7.703553,-1.6380515,-10.227014,-13.717755,0.6004839,-7.5497603,-6.9629955,-10.230447,-0.81136036,1.9931341,5.507104,-6.637277,-1.6060116,2.6237051,8.175589,2.1972766,1.7285675,-9.033917,-0.72157925,6.1566916,2.4413495
ANKS6,1.982636,-0.9842399,-1.5259314,2.400762,5.1163874,1.4878331,-1.417314,-3.6024091,1.0460646,-0.24622452,-1.4729022,1.108864,-0.6139072,-2.551014,-4.463293,1.0230365,-3.2894855,-2.1982162,-3.350294,-1.5753083,0.048840757,2.2156477,-1.4233837,2.4935584,3.0171015,1.4913481,-1.9412354,-1.2055676,-3.516013,2.7766447,0.08363064,0.70862395
ULK1,0.09438951,-0.6845516,-0.99147296,1.9708153,3.8371265,1.4346867,-1.8251342,-1.1040794,-1.0984293,0.914801,-2.649934,1.3382568,-0.677421,-3.5121565,-2.68688,1.8773175,-4.1016984,-1.9084913,-3.1205103,-1.3306103,0.8204781,2.818163,-0.14186457,1.5348909,1.5398974,1.2838151,-1.4086049,-0.5583078,-1.7962908,0.110041395,-0.26915357,0.36304015
MYH10,0.68290603,-0.9624405,-1.3417227,1.94968,3.5326056,1.1544076,-2.143438,0.49144933,-2.2364986,1.2858115,-3.0023413,2.3105123,-0.8123528,-1.8124655,-3.3621664,0.72921276,-4.1375284,-2.4962842,-4.1041427,1.019258,1.9363136,2.8182786,-1.4401994,1.6048542,1.4464667,3.165317,0.5307193,1.7346967,-3.1670623,-1.2481341,2.4403975,-0.40866092
ARL13B,0.81252027,-1.820026,-2.1112604,2.758035,4.8838634,1.4410288,-2.1802053,-4.020197,0.025815828,0.5209709,-2.0962949,0.9867545,-1.7777419,-5.0275755,-4.8807034,1.4166819,-4.6147385,-2.586185,-3.0965798,-2.9769905,-1.1572326,3.484751,-1.1803402,1.7128642,2.3240523,1.4589517,-2.0721765,-1.7598646,-3.1191218,1.9615194,-0.73362756,1.6212623
DIAPH3,-0.7557093,-1.112463,-1.1322182,2.2815132,3.2654696,1.7066122,-2.0429707,-2.2252667,-1.427415,1.095343,-2.6330109,0.6316567,-1.4376302,-4.285073,-2.1750414,1.5931705,-4.16727,-2.4870236,-1.688666,-2.5857985,-1.6527195,3.0030584,-0.13215224,0.7758115,1.1151875,0.541628,-2.0673535,-1.7356689,-1.4036312,0.27091676,-1.3915489,1.0603904
WDR62,-0.19047332,-0.5589408,-1.6372318,1.1719066,3.1254942,1.0726297,-1.8999062,-2.858044,-0.04715178,0.1968009,-1.831785,-0.91925365,-2.231164,-2.7829084,-0.8729874,1.5552536,-3.5986261,-1.3933179,-1.242625,-2.884463,-2.3961897,2.5412645,0.9224506,1.6429404,1.365729,-0.44630596,-2.607204,-2.0277855,-0.349933,1.5673475,-1.7618076,1.2046288
IYD,2.1402776,-3.2538276,-2.396096,4.2710547,9.293158,2.3708308,-1.068009,-5.341091,0.03243786,1.5557337,-4.355705,4.3718657,-0.1479731,-7.662469,-9.339642,1.2682153,-5.4796953,-3.1295328,-5.4956093,-3.6135192,0.30065247,2.967794,-3.6492949,0.06736314,3.7602103,2.7696295,-1.7973676,-2.1342077,-6.374069,1.7487422,-1.459623,2.211518
HSPBAP1,2.9139245,2.9828782,-1.0281065,0.05506586,4.792861,3.106863,0.29339546,-1.3014414,3.7265944,-2.7554104,2.9035854,-1.4144671,0.20129399,3.0105228,-0.63879234,-0.5913058,-0.40473983,1.3337382,-1.429878,-0.7534841,1.4949287,-0.59086937,0.23563443,4.955499,4.9067044,-2.7179,-3.9453003,-1.944561,-2.9169536,4.483926,-0.9505602,-0.21867807
TBCD,1.8142259,-4.175355,-2.9180262,3.2315927,8.548781,2.3893003,-0.90781564,-7.528802,0.7888416,1.9924943,-4.5015388,1.8123994,-2.6569328,-9.417124,-7.266912,2.257244,-7.32061,-1.5593859,-2.427326,-6.697348,-3.6906981,2.566895,-1.9274695,0.047002155,3.6223342,-0.81524456,-3.5872705,-5.060634,-3.677128,3.101849,-6.1587334,4.6893415
DIO1,1.3611453,-2.2552304,-3.6479573,0.80462956,6.1240816,2.1750145,-0.92190045,-1.421155,0.47723722,1.3956851,-1.6405336,2.3596315,0.10979499,-4.6718817,-6.2506456,1.2576848,-5.35129,-0.41207698,-4.382257,-2.9312153,2.5684996,3.2574844,-3.0486994,2.4755661,3.9235466,1.6540358,-0.72467685,0.5215418,-4.9295006,0.93667096,-2.8037093,1.508521
SLC16A10,2.211885,-4.663845,-1.4529871,6.6735606,11.68833,1.8711997,-1.8717036,-6.2868805,-0.70251656,3.3797722,-6.7940836,6.359649,-0.13575765,-9.608317,-13.013362,1.3394779,-7.5694923,-5.964115,-7.370922,-4.1199265,0.12990376,4.0300174,-5.573874,-0.45227978,5.064661,5.9809766,-1.9964596,-1.730415,-8.315418,1.7909938,-1.1527396,3.1917977
FOXE1,2.8523943,-1.7700077,-2.1161835,3.9190524,7.6019325,1.61466,-1.8116597,-1.5160569,-1.5487626,1.3318172,-3.9925566,4.90858,0.1873791,-3.097553,-7.8146534,0.2734078,-4.6149964,-2.865028,-6.93208,0.705019,3.394565,2.2168634,-3.7467854,0.7792275,3.2682889,4.8059616,0.6950037,1.6225088,-6.6697288,-0.090601236,3.022192,0.04997465
SLC16A2,1.6730454,-3.9698453,-1.6540567,5.3533554,10.508908,2.130907,-1.4464501,-4.9122863,-0.86347365,2.988229,-6.1640563,5.236223,0.018655062,-8.396978,-10.910025,1.404547,-6.774432,-4.6581583,-6.0378537,-3.6639419,0.22334182,3.7571485,-4.6555443,-0.8195861,4.123633,4.80613,-1.4506832,-1.5295495,-7.3137035,1.0082421,-1.6442167,2.580052
TMLHE,2.2952309,-2.5687144,-2.4187608,4.359639,10.18856,3.2619164,-0.9546638,-5.1138253,1.1092169,1.1867064,-3.3934367,4.1979837,0.29367524,-7.354881,-9.670886,1.3648715,-5.000573,-2.3337164,-5.328826,-4.4834824,1.0582459,2.1956472,-3.3903687,1.4754118,4.7270064,1.7201276,-3.1508799,-3.0506563,-6.928364,2.6911018,-2.2652364,2.3457057
SLC26A1,4.5555577,-2.8614068,-2.30637,6.69287,13.913715,3.206693,-1.1683687,-6.0400085,1.753633,1.0676017,-4.7813377,6.6368957,1.4188908,-8.236123,-13.863452,0.8529527,-5.4622307,-4.798737,-9.333608,-3.546849,3.1465437,2.2397385,-5.2064214,1.7571375,7.097997,4.4817967,-3.2999575,-1.924289,-10.095212,4.0416856,1.007297,2.514424
SLC22A18,3.38656,-4.545034,-0.6521484,6.694391,12.407334,2.4681022,-1.1757205,-4.663082,-1.3667186,4.0581346,-8.267517,6.409861,-0.1432081,-6.46385,-12.5088215,1.4932877,-8.122061,-6.0656266,-6.725469,-2.2946014,0.7747609,2.576029,-5.703857,-0.14157698,5.388675,6.4696107,-0.46358302,-1.0877666,-9.030185,1.4069326,-1.7123184,2.5954957
ORMDL3,2.2673287,-1.8720592,-1.4973495,3.865684,6.696733,2.0704367,-1.370713,-2.547748,-1.4493507,1.7964886,-4.864394,4.390053,1.0966377,-2.8779106,-6.976655,0.9996696,-3.8653324,-4.3543754,-5.551025,-0.75527465,0.6276221,2.3149657,-3.6285653,0.65198225,2.763348,3.7196162,-0.032209568,0.34838778,-5.890416,0.08163369,0.7503391,0.1456573
MMACHC,1.3756511,-4.0639877,-3.1820276,5.684921,11.241746,4.0363445,-0.8685481,-7.83332,1.1911707,1.6794868,-4.347331,4.322026,-0.5612028,-11.047871,-11.268925,1.7912583,-6.0932465,-2.690244,-4.722644,-7.3189855,-1.5917045,2.6650727,-3.2478883,0.10569079,4.4496193,0.5634337,-4.8099375,-5.8246536,-6.917647,3.4425213,-4.3999014,4.1453614
P4HA2,2.2000132,-3.1162884,-1.8654002,2.3638537,6.216167,0.8904829,-2.3278773,-4.211352,0.052209266,0.49422252,-3.0574555,2.4684105,-0.39725006,-4.7630725,-6.011404,1.6533942,-4.2848,-2.9325106,-4.627631,-2.4313278,0.8788867,2.44541,-2.5373104,1.9294127,2.6648257,2.0936108,-0.3228566,-0.44812983,-4.4873705,2.6696153,0.72623414,1.671122
